Depth,DENB,GRDE,CADE                    
176.3,2.6,86.98,101.8
176.4,2.69,67.91,101.37
176.5,2.6,75.64,100.97
176.6,2.4,116.91,100.71
176.7,2.29,106.06,100.32
176.8,2.28,112.64,100.04
176.9,2.29,122.5,100.18
177,2.33,132.7,100.58
177.1,2.38,119.71,101.06
177.2,2.41,119.87,101.6
177.3,2.42,127.43,102.07
177.4,2.44,106.72,102.6
177.5,2.47,102.44,103.12
177.6,2.52,111.48,103.88
177.7,2.52,93.56,104.44
177.8,2.52,123.32,104.68
177.9,2.49,110.33,104.3
178,2.47,118.23,103.95
178.1,2.46,104.58,103.56
178.2,2.45,116.42,103.32
178.3,2.48,121.02,103.04
178.4,2.51,105.73,102.68
178.5,2.54,112.47,102.58
178.6,2.54,122.67,102.72
178.7,2.51,142.23,102.94
178.8,2.49,121.84,102.84
178.9,2.45,139.77,102.52
179,2.46,108.2,102.3
179.1,2.45,99.65,102.3
179.2,2.46,120.86,102.29
179.3,2.45,98.49,102.39
179.4,2.46,103.92,102.75
179.5,2.45,108.03,103.1
179.6,2.45,117.9,103.03
179.7,2.44,102.77,102.67
179.8,2.44,104.41,102.33
179.9,2.44,105.07,102.3
180,2.48,106.55,102.3
180.1,2.51,120.53,102.27
180.2,2.52,123.16,102.25
180.3,2.57,113.13,102.5
180.4,2.6,82.87,103.23
180.5,2.6,94.38,103.96
180.6,2.54,99.81,104.32
180.7,2.5,106.88,104.35
180.8,2.51,102.61,104.1
180.9,2.52,92.41,103.84
181,2.53,115.1,103.12
181.1,2.6,83.2,102.37
181.2,2.64,95.7,101.91
181.3,2.6,98.33,101.42
181.4,2.5,115.92,100.48
181.5,2.44,118.56,98.97
181.6,2.46,106.55,97.85
181.7,2.46,110.66,97.45
181.8,2.47,119.87,97.45
181.9,2.47,90.77,97.44
182,2.48,100.14,97.45
182.1,2.47,117.73,97.46
182.2,2.47,104.58,97.46
182.3,2.48,91.92,97.44
182.4,2.48,110,97.45
182.5,2.48,99.15,97.44
182.6,2.49,111.16,97.47
182.7,2.52,118.72,97.45
182.8,2.53,86.82,97.45
182.9,2.52,136.81,97.45
183,2.49,115.1,97.46
183.1,2.5,121.84,97.47
183.2,2.52,94.38,97.45
183.3,2.52,110.66,97.45
183.4,2.49,108.85,97.43
183.5,2.47,113.46,97.44
183.6,2.47,103.76,97.45
183.7,2.49,103.76,97.46
183.8,2.5,104.09,97.47
183.9,2.49,109.02,97.47
184,2.47,106.55,97.49
184.1,2.49,123.65,97.47
184.2,2.52,97.84,97.45
184.3,2.53,108.69,97.45
184.4,2.52,131.71,97.38
184.5,2.55,111.48,97.05
184.6,2.55,100.63,96.7
184.7,2.54,121.68,96.44
184.8,2.52,77.28,96.42
184.9,2.53,101.95,96.43
185,2.51,106.06,96.44
185.1,2.47,116.09,96.44
185.2,2.45,139.44,96.44
185.3,2.46,128.42,96.41
185.4,2.47,127.93,96.4
185.5,2.47,115.76,96.38
185.6,2.47,118.56,96.37
185.7,2.52,107.21,96.37
185.8,2.54,104.41,96.37
185.9,2.54,112.64,96.38
186,2.49,105.4,96.36
186.1,2.48,116.91,96.35
186.2,2.49,110.99,96.36
186.3,2.49,124.47,96.39
186.4,2.48,102.61,96.38
186.5,2.48,110.66,96.33
186.6,2.56,94.71,96.34
186.7,2.61,81.23,96.4
186.8,2.62,102.44,96.46
186.9,2.54,111.48,96.46
187,2.48,105.89,96.47
187.1,2.43,105.89,96.48
187.2,2.43,109.18,96.48
187.3,2.43,105.4,96.48
187.4,2.44,132.53,96.46
187.5,2.46,103.76,96.44
187.6,2.47,102.44,96.44
187.7,2.46,118.39,96.45
187.8,2.44,102.61,96.47
187.9,2.45,123.49,96.48
188,2.46,107.7,96.47
188.1,2.45,101.95,96.48
188.2,2.44,109.18,96.46
188.3,2.43,127.27,96.46
188.4,2.45,108.03,96.44
188.5,2.47,141.9,96.45
188.6,2.47,93.07,96.46
188.7,2.45,120.03,96.44
188.8,2.43,112.47,96.44
188.9,2.43,141.08,96.45
189,2.45,113.79,96.46
189.1,2.49,129.57,96.46
189.2,2.5,127.27,96.44
189.3,2.5,110.5,96.44
189.4,2.47,139.77,96.44
189.5,2.46,104.58,96.42
189.6,2.45,127.76,96.42
189.7,2.43,100.8,96.41
189.8,2.43,108.85,96.44
189.9,2.44,107.7,96.45
190,2.4,126.12,96.47
190.1,2.28,94.71,96.48
190.2,1.97,62.98,96.43
190.3,1.63,52.29,96.37
190.4,1.38,24.17,96.3
190.5,1.32,28.28,96.27
190.6,1.31,8.71,96.25
190.7,1.32,9.87,96.25
190.8,1.39,23.68,96.26
190.9,1.42,28.78,96.27
191,1.4,19.4,96.28
191.1,1.35,11.51,96.29
191.2,1.34,9.54,96.27
191.3,1.34,14.47,96.27
191.4,1.32,17.43,96.27
191.5,1.28,14.8,96.27
191.6,1.26,14.31,96.25
191.7,1.25,10.36,96.25
191.8,1.25,14.63,96.26
191.9,1.25,12.66,96.27
192,1.25,12.66,96.28
192.1,1.25,9.04,96.29
192.2,1.25,8.71,96.29
192.3,1.25,4.11,96.25
192.4,1.25,6.91,96.26
192.5,1.25,19.4,96.28
192.6,1.26,8.88,96.29
192.7,1.27,4.44,96.27
192.8,1.27,5.76,96.26
192.9,1.27,14.47,96.27
193,1.25,12.17,96.27
193.1,1.25,14.63,96.27
193.2,1.26,12.99,96.28
193.3,1.27,12.83,96.29
193.4,1.25,7.56,96.27
193.5,1.23,12.83,96.25
193.6,1.31,8.55,96.26
193.7,1.37,18.09,96.28
193.8,1.38,15.46,96.29
193.9,1.42,26.47,96.28
194,1.44,26.97,96.29
194.1,1.45,17.1,96.28
194.2,1.32,20.88,96.3
194.3,1.25,23.68,96.43
194.4,1.41,55.74,96.83
194.5,1.74,79.09,97.22
194.6,1.82,102.11,97.47
194.7,1.66,59.36,97.47
194.8,1.34,33.87,97.47
194.9,1.26,26.14,97.47
195,1.34,16.44,97.49
195.1,1.45,29.1,97.47
195.2,1.46,21.38,97.47
195.3,1.39,19.9,97.45
195.4,1.31,18.91,97.45
195.5,1.31,21.21,97.45
195.6,1.32,12.83,97.46
195.7,1.29,9.7,97.44
195.8,1.28,14.63,97.19
195.9,1.32,14.63,96.8
196,1.34,10.03,96.43
196.1,1.35,20.55,96.28
196.2,1.31,22.36,96.29
196.3,1.3,12.5,96.27
196.4,1.26,14.47,96.27
196.5,1.28,24.99,96.28
196.6,1.37,49.99,96.29
196.7,1.4,42.75,96.29
196.8,1.49,14.14,96.29
196.9,1.51,13.32,96.28
197,1.46,18.25,96.29
197.1,1.26,27.3,96.29
197.2,1.23,16.61,96.29
197.3,1.45,39.46,96.28
197.4,1.84,74.98,96.29
197.5,2.22,102.77,96.28
197.6,2.42,103.1,96.3
197.7,2.52,87.31,96.28
197.8,2.58,94.71,96.3
197.9,2.58,120.36,96.28
198,2.51,98.82,96.3
198.1,2.48,93.07,96.28
198.2,2.47,128.91,96.29
198.3,2.47,120.69,96.29
198.4,2.46,128.75,96.31
198.5,2.46,135.49,96.3
198.6,2.48,98.33,96.28
198.7,2.51,-999.25,96.29
198.8,2.64,-999.25,96.28
198.9,2.66,-999.25,96.29
199,2.62,-999.25,96.28
199.1,2.47,-999.25,96.29
199.2,2.44,-999.25,96.29
199.3,2.47,-999.25,96.27
199.4,2.5,-999.25,96.27
199.5,2.52,-999.25,96.28
199.6,2.51,-999.25,96.31
199.7,2.5,-999.25,96.31
199.8,2.49,-999.25,96.33
199.9,2.48,-999.25,96.31
200,2.52,-999.25,96.31
200.1,2.65,-999.25,96.29
200.2,2.67,-999.25,96.26
200.3,2.63,-999.25,96.04
200.4,2.5,-999.25,95.68
200.5,2.48,-999.25,95.34
200.6,2.51,-999.25,95.17
200.7,2.57,-999.25,95.15
200.8,-999.25,-999.25,-999.25
200.9,-999.25,-999.25,-999.25
201,-999.25,-999.25,-999.25
201.1,-999.25,-999.25,-999.25
201.2,-999.25,-999.25,-999.25
201.3,-999.25,-999.25,-999.25
201.4,-999.25,-999.25,-999.25
201.5,-999.25,-999.25,-999.25
201.6,-999.25,-999.25,-999.25
201.7,-999.25,-999.25,-999.25
201.8,-999.25,-999.25,-999.25
201.9,-999.25,-999.25,-999.25
202,-999.25,-999.25,-999.25
202.1,-999.25,-999.25,-999.25
202.2,-999.25,-999.25,-999.25
202.3,-999.25,-999.25,-999.25
